Trace
Swept SA
A.19.02,N9010B
7450,-97.0724569025109
7460,-97.1228667968585
7470,-97.1638726463936
7480,-97.2112633024945
7490,-97.2239973016815
7500,-97.144106837467
7510,-96.9888268030498
7520,-96.7970120825403
7530,-96.5380927864888
7540,-96.2757289888553
7550,-96.1452963480129
7560,-96.1364123118263
7570,-96.1974786623883
7580,-96.3329461791992
7590,-96.5237810688238
7600,-96.6403376879319
7610,-96.6981455244974
7620,-96.6580073585457
7630,-96.440048556476
7640,-96.0676532517522
7650,-95.6374635473153
7660,-95.1180650789384
7670,-94.5930242831757
7680,-94.2498394644637
7690,-94.0614638666038
7700,-94.000428364518
7710,-94.0682966366428
7720,-94.2601297684374
7730,-94.5450000139749
7740,-94.9573966758813
7750,-95.4026119224555
7760,-95.8028237986374
7770,-96.1903387349999
7780,-96.4089706923376
7790,-96.3722586138967
7800,-96.1917997617094
7810,-95.9775467569959
7820,-95.6889046661122
7830,-95.4316022620933
7840,-95.2818865751087
7850,-95.1957374844788
7860,-95.151965568375
7870,-95.1684796744093
7880,-95.195177031088
7890,-95.2335415642315
7900,-95.2898538040189
7910,-95.026633461048
7920,-94.2542677982221
7930,-93.2342373317378
7940,-92.2374534447786
7950,-91.1803293765131
7960,-90.2231283655589
7970,-89.4530065344156
7980,-88.8361589779126
7990,-88.4601828415905
8000,-88.3253249658836
8010,-88.4230298042033
8020,-88.7591581918569
8030,-89.3303532952387
8040,-90.0916024508167
8050,-91.1305868275819
8060,-92.2607925387855
8070,-93.1799395234603
8080,-93.9614750425106
8090,-94.5438264739602
8100,-94.8445751344872
8110,-94.9332725605683
8120,-94.9242037451785
8130,-94.7551660726264
8140,-94.5959562539704
8150,-94.6432727279245
8160,-94.8196943974488
8170,-94.9942090962262
8180,-95.1302549553694
8190,-95.2720084272452
8200,-95.4669664547479
8210,-95.7358728059125
8220,-95.8790747562374
8230,-95.749447959112
8240,-95.4644087938412
8250,-95.1795705238955
8260,-94.8696839678751
8270,-94.5827740653444
8280,-94.3692420728079
8290,-94.2109073690602
8300,-94.183772268943
8310,-94.3459182525757
8320,-94.5959661389368
8330,-94.8028796632927
8340,-94.9846659180664
8350,-95.2279437489853
8360,-95.649098109935
8370,-96.1183700881684
8380,-96.334766486077
8390,-96.2594173985082
8400,-96.0914656376505
8410,-95.9595931366734
8420,-95.8107556814648
8430,-95.6834416105831
8440,-95.5736409579182
8450,-95.4982057834182
8460,-95.4937384253496
8470,-95.552933365369
8480,-95.6636535164779
8490,-95.8697928232474
8500,-96.1059402729709
8510,-96.18848857608
8520,-96.0943532804346
8530,-95.9498344018679
8540,-95.8419971293444
8550,-95.7344497998716
8560,-95.6211728882214
8570,-95.473192324639
8580,-95.3540241458718
8590,-95.3575636471715
8600,-95.4743113962406
8610,-95.5874141752878
8620,-95.6277339336979
8630,-95.6538908761111
8640,-95.7267782463162
8650,-95.8551399478103
8660,-95.9898924976893
8670,-96.1012007312657
8680,-96.200628599509
8690,-96.2800632953591
8700,-96.3581403697659
8710,-96.3936665733672
8720,-96.3182532608438
8730,-96.1397099719807
8740,-95.9491897546142
8750,-95.7799473446554
8760,-95.6155174150547
8770,-95.4737475964968
8780,-95.339586343744
8790,-95.2668973848878
8800,-95.3191083333459
8810,-95.4613800669293
8820,-95.5947721834073
8830,-95.7180621951055
8840,-95.8231777600106
8850,-95.8707652593933
8860,-95.8677327661387
8870,-95.848848926329
8880,-95.8175757550516
8890,-95.7801563737204
8900,-95.7806320942392
8910,-95.8575345219848
8920,-95.8423990715421
8930,-95.5754868074974
8940,-95.1452163013653
8950,-94.7228341820851
8960,-94.3102450893864
8970,-93.9200424720325
8980,-93.5974623454742
8990,-93.3226376740174
9000,-93.1546178962394
9010,-93.1461270444988
9020,-93.2363058496336
9030,-93.3374575635431
9040,-93.462345280259
9050,-93.6030150507185
9060,-93.7294532426104
9070,-93.8631368019007
9080,-94.0810727908722
9090,-94.4222582029881
9100,-94.7984334614186
9110,-95.1306597703585
9120,-95.4447632748735
9130,-95.7027182052345
9140,-95.8836311182592
9150,-96.006608131556
9160,-96.0801357824361
9170,-96.1011797741283
9180,-96.0748182643416
9190,-95.9947450801572
9200,-95.8686363929728
9210,-95.7449507075753
9220,-95.6214399930701
9230,-95.5061986092095
9240,-95.4069059651014
9250,-95.316300608373
9260,-95.3048729932274
9270,-95.4444723595501
9280,-95.6367354648391
9290,-95.7170711358999
9300,-95.6747308850054
9310,-95.6697529333495
9320,-95.8358714744909
9330,-96.0855248191354
9340,-96.2440610066351
9350,-96.2770290871023
9360,-96.2678941060465
9370,-96.2732218024871
9380,-96.2743656160255
9390,-96.2802859584322
9400,-96.3088176826678
9410,-96.3328692481626
9420,-96.3027521131435
9430,-96.2140087488672
9440,-96.1302413984062
9450,-96.0888059878937
9460,-96.0678893168573
9470,-96.0503493713165
9480,-96.0232288241417
9490,-96.0177852800001
9500,-96.0766217837254
9510,-96.1889438052115
9520,-96.2639675574936
9530,-96.2718107993936
9540,-96.2392220624569
9550,-96.1757317318006
9560,-96.0829700796544
9570,-95.9466617038576
9580,-95.740364531503
9590,-95.4885638038343
9600,-95.2685972521282
9610,-95.0940519297797
9620,-94.9262822815983
9630,-94.7254229409516
9640,-94.5037979118304
9650,-94.3366616912229
9660,-94.2331129277477
9670,-94.1966986015742
9680,-94.2977771411571
9690,-94.5894897700518
9700,-94.7303278168847
9710,-94.4562602856924
9720,-93.9472824799089
9730,-93.4433181259558
9740,-92.9242166497466
9750,-92.4292263973417
9760,-92.0335291961328
9770,-91.7095417591212
9780,-91.4686023046705
9790,-91.3585221496761
9800,-91.2941528413259
9810,-91.1377419042821
9820,-90.9047130144493
9830,-90.6660453716815
9840,-90.4612880597538
9850,-90.2665153776752
9860,-90.0591547475642
9870,-89.8472801473555
9880,-89.6183988083317
9890,-89.3898469051189
9900,-89.1560617818859
9910,-88.7116231677031
9920,-87.89636402093
9930,-86.9644649389302
9940,-86.220310250038
9950,-85.58263824392
9960,-85.159567476306
9970,-85.0490195614695
9980,-85.1825017642768
9990,-85.4904758032341
10000,-86.0642923096626
