5.3919E+06 	5.3780E+06 	5.3711E+06 	5.3774E+06 	5.3800E+06 	5.3744E+06 	5.3669E+06 	5.3674E+06 	5.3590E+06 	5.3547E+06 	5.3379E+06 	5.3288E+06 	5.3166E+06 	5.3188E+06 	5.3221E+06 	5.3334E+06 	5.3414E+06 	5.3561E+06 	5.3601E+06 	5.3606E+06 	5.3621E+06 	5.3632E+06 	5.3592E+06 	5.3635E+06 	
5.3794E+06 	5.3763E+06 	5.3750E+06 	5.3736E+06 	5.3719E+06 	5.3643E+06 	5.3622E+06 	5.3596E+06 	5.3501E+06 	5.3386E+06 	5.3262E+06 	5.3135E+06 	5.3055E+06 	5.3050E+06 	5.3173E+06 	5.3237E+06 	5.3334E+06 	5.3498E+06 	5.3462E+06 	5.3529E+06 	5.3541E+06 	5.3494E+06 	5.3509E+06 	5.3551E+06 	
5.3735E+06 	5.3737E+06 	5.3663E+06 	5.3691E+06 	5.3691E+06 	5.3667E+06 	5.3680E+06 	5.3639E+06 	5.3551E+06 	5.3433E+06 	5.3337E+06 	5.3245E+06 	5.3162E+06 	5.3123E+06 	5.3224E+06 	5.3218E+06 	5.3333E+06 	5.3440E+06 	5.3459E+06 	5.3513E+06 	5.3540E+06 	5.3541E+06 	5.3580E+06 	5.3596E+06 	
5.3822E+06 	5.3815E+06 	5.3840E+06 	5.3794E+06 	5.3707E+06 	5.3692E+06 	5.3709E+06 	5.3587E+06 	5.3574E+06 	5.3473E+06 	5.3370E+06 	5.3301E+06 	5.3337E+06 	5.3277E+06 	5.3350E+06 	5.3446E+06 	5.3359E+06 	5.3433E+06 	5.3514E+06 	5.3562E+06 	5.3623E+06 	5.3618E+06 	5.3619E+06 	5.3616E+06 	
5.3905E+06 	5.3803E+06 	5.3799E+06 	5.3797E+06 	5.3730E+06 	5.3689E+06 	5.3689E+06 	5.3622E+06 	5.3558E+06 	5.3494E+06 	5.3493E+06 	5.3406E+06 	5.3377E+06 	5.3376E+06 	5.3427E+06 	5.3432E+06 	5.3445E+06 	5.3420E+06 	5.3485E+06 	5.3571E+06 	5.3568E+06 	5.3614E+06 	5.3647E+06 	5.3682E+06 	
5.3853E+06 	5.3840E+06 	5.3751E+06 	5.3698E+06 	5.3667E+06 	5.3648E+06 	5.3630E+06 	5.3596E+06 	5.3648E+06 	5.3544E+06 	5.3512E+06 	5.3432E+06 	5.3437E+06 	5.3379E+06 	5.3404E+06 	5.3451E+06 	5.3465E+06 	5.3538E+06 	5.3440E+06 	5.3488E+06 	5.3497E+06 	5.3558E+06 	5.3637E+06 	5.3611E+06 	
5.3788E+06 	5.3775E+06 	5.3655E+06 	5.3661E+06 	5.3584E+06 	5.3551E+06 	5.3543E+06 	5.3620E+06 	5.3582E+06 	5.3630E+06 	5.3506E+06 	5.3384E+06 	5.3412E+06 	5.3415E+06 	5.3482E+06 	5.3406E+06 	5.3545E+06 	5.3540E+06 	5.3537E+06 	5.3471E+06 	5.3486E+06 	5.3510E+06 	5.3525E+06 	5.3563E+06 	
5.3703E+06 	5.3631E+06 	5.3546E+06 	5.3522E+06 	5.3494E+06 	5.3524E+06 	5.3575E+06 	5.3594E+06 	5.3602E+06 	5.3589E+06 	5.3606E+06 	5.3468E+06 	5.3350E+06 	5.3374E+06 	5.3401E+06 	5.3428E+06 	5.3490E+06 	5.3543E+06 	5.3472E+06 	5.3600E+06 	5.3450E+06 	5.3402E+06 	5.3440E+06 	5.3472E+06 	
5.3615E+06 	5.3559E+06 	5.3543E+06 	5.3614E+06 	5.3608E+06 	5.3609E+06 	5.3659E+06 	5.3684E+06 	5.3707E+06 	5.3596E+06 	5.3532E+06 	5.3484E+06 	5.3387E+06 	5.3403E+06 	5.3416E+06 	5.3515E+06 	5.3545E+06 	5.3579E+06 	5.3568E+06 	5.3595E+06 	5.3544E+06 	5.3525E+06 	5.3538E+06 	5.3526E+06 	
5.3637E+06 	5.3604E+06 	5.3564E+06 	5.3612E+06 	5.3717E+06 	5.3729E+06 	5.3622E+06 	5.3650E+06 	5.3638E+06 	5.3588E+06 	5.3598E+06 	5.3416E+06 	5.3405E+06 	5.3369E+06 	5.3423E+06 	5.3461E+06 	5.3518E+06 	5.3534E+06 	5.3535E+06 	5.3527E+06 	5.3535E+06 	5.3540E+06 	5.3499E+06 	5.3461E+06 	
5.3662E+06 	5.3680E+06 	5.3654E+06 	5.3643E+06 	5.3675E+06 	5.3729E+06 	5.3716E+06 	5.3654E+06 	5.3662E+06 	5.3590E+06 	5.3511E+06 	5.3478E+06 	5.3345E+06 	5.3351E+06 	5.3388E+06 	5.3370E+06 	5.3481E+06 	5.3529E+06 	5.3567E+06 	5.3568E+06 	5.3604E+06 	5.3593E+06 	5.3546E+06 	5.3488E+06 	
5.3742E+06 	5.3699E+06 	5.3675E+06 	5.3662E+06 	5.3696E+06 	5.3674E+06 	5.3757E+06 	5.3679E+06 	5.3689E+06 	5.3649E+06 	5.3595E+06 	5.3530E+06 	5.3374E+06 	5.3419E+06 	5.3459E+06 	5.3574E+06 	5.3530E+06 	5.3655E+06 	5.3667E+06 	5.3786E+06 	5.3800E+06 	5.3705E+06 	5.3677E+06 	5.3575E+06 	
